datetime,grid1-loss,snow_depth,season_x,week_x,month_x,dew_point,dew_point_max,dew_point_min,dew_point_mean,grid1-temp_min,grid1-temp,temperature,temperature_max,temperature_min,grid1-load,grid1-temp_max,grid1-temp_mean,temperature_mean,ewma,demand
2017-12-09 12:00:00+00:00,20.027,0.0,-1.8369701987210287e-16,0.88545602565321,0.8660254037844384,0.15,2.15,-1.05,0.9545833333333332,1.5,2.900000000000034,3.47,4.07,1.09,488.504,3.0,2.262500000000017,2.905,22.723,377.3686553037
2017-12-10 12:00:00+00:00,21.312,0.0,-1.8369701987210287e-16,0.88545602565321,0.8660254037844384,-9.05,-0.1,-9.05,-4.1379166666666665,-4.0,-2.5,-4.06,3.34,-4.06,488.32,2.400000000000034,-1.3958333333333144,-0.23375,20.38987343218821,399.5425840379
2017-12-11 12:00:00+00:00,27.953,0.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-6.9,-6.9,-10.55,-9.167916666666668,-6.0,-3.2999999999999545,-2.03,-2.03,-5.06,536.167,-3.0,-4.9124999999999845,-4.180000000000001,21.18788455765067,467.3066229165
2017-12-12 12:00:00+00:00,30.308,0.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-10.65,-7.02,-10.75,-9.3675,-6.199999999999989,-3.599999999999966,-6.82,-2.3,-7.41,537.534,-3.599999999999966,-4.866666666666643,-5.94875,27.042435957079093,483.8156878707
2017-12-13 12:00:00+00:00,29.24,0.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-10.39,-2.28,-10.61,-8.34875,-3.899999999999977,-1.8999999999999773,-4.69,-0.23,-7.02,522.338,-1.3999999999999773,-2.5083333333333093,-4.305416666666667,29.86846497318801,460.1895738614
2017-12-14 12:00:00+00:00,32.688,0.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-7.65,-4.89,-12.05,-8.424166666666666,-8.399999999999977,-7.399999999999977,-5.35,-3.24,-6.15,478.782,-2.5,-5.341666666666645,-5.15875,29.324589481391246,475.688019265
2017-12-15 12:00:00+00:00,32.606,0.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-7.25,-7.25,-8.95,-7.989999999999999,-10.699999999999989,-7.199999999999989,-5.03,-5.03,-6.65,501.53,-7.199999999999989,-9.412499999999984,-5.7562500000000005,32.23529513399648,483.8631679848
2017-12-16 12:00:00+00:00,27.637,0.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-5.29,-5.29,-7.18,-6.471666666666667,-7.199999999999989,-3.2999999999999545,-2.69,-2.69,-4.79,466.725,-1.6999999999999886,-4.041666666666647,-3.759166666666667,32.55610424812479,416.6166632561
2017-12-17 12:00:00+00:00,23.957,0.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-6.25,-2.51,-6.25,-3.721666666666666,-2.5,-2.099999999999966,-1.36,0.69,-2.16,483.632,-0.2999999999999545,-1.2124999999999748,-0.7195833333333334,28.299096528860773,415.4828953664
2017-12-18 12:00:00+00:00,25.018,0.0,-1.8369701987210287e-16,0.970941817426052,0.8660254037844384,-0.03,1.41,-9.84,-5.4245833333333335,-4.2999999999999545,2.400000000000034,4.23,4.75,-4.65,562.953,3.400000000000034,-0.4999999999999716,-1.20375,24.541433037952604,446.3794119307
2017-12-19 12:00:00+00:00,22.272,0.0,-1.8369701987210287e-16,0.970941817426052,0.8660254037844384,2.25,2.25,-4.73,-1.1116666666666668,0.9000000000000341,3.5,3.54,4.5,0.38,588.517,4.800000000000011,2.908333333333355,2.6825,24.95385553071749,439.8289423245
