datetime,grid1-loss,season_y,season_x,week_x,month_x,dew_point,dew_point_max,dew_point_min,dew_point_mean,grid1-temp_min,grid1-temp_max,temperature,temperature_min,grid1-temp,temperature_max,grid1-temp_mean,temperature_mean,grid1-load,demand,ewma
2017-12-09 18:00:00+00:00,20.179,-1.0,-1.8369701987210287e-16,0.88545602565321,0.8660254037844384,-1.15,2.15,-1.15,0.93625,0.0,3.0,1.96,1.9,0.0,4.07,2.1291666666666864,3.221666666666667,480.744,390.3523665381,21.052
2017-12-10 18:00:00+00:00,24.318,-1.0,-1.8369701987210287e-16,0.88545602565321,0.8660254037844384,-10.55,-1.29,-10.55,-6.490416666666666,-4.399999999999977,0.0,-5.06,-5.06,-4.399999999999977,1.87,-2.658333333333315,-2.098333333333333,500.153,431.2326723848,20.17900001300871
2017-12-11 18:00:00+00:00,29.951,-1.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-8.25,-6.9,-10.52,-8.603333333333333,-6.199999999999989,-3.2999999999999545,-4.93,-4.96,-6.199999999999989,-2.03,-5.254166666666651,-3.907083333333333,536.373,475.7684328217,24.317999938324096
2017-12-12 18:00:00+00:00,30.86,-1.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-10.45,-8.45,-10.75,-10.07375,-6.099999999999966,-3.5,-6.55,-7.41,-3.5,-5.26,-4.4833333333333085,-6.740833333333334,536.839,480.7395764856,29.95099991606176
2017-12-13 18:00:00+00:00,29.707,-1.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-8.55,-2.28,-12.05,-8.42125,-3.899999999999977,-1.3999999999999773,-5.15,-6.45,-3.899999999999977,-0.23,-2.441666666666644,-3.88875,531.909,457.8235534963,30.859999986454845
2017-12-14 18:00:00+00:00,32.118,-1.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-8.05,-4.89,-9.65,-7.687083333333334,-9.399999999999975,-3.0,-6.07,-6.15,-9.399999999999975,-3.24,-6.708333333333312,-5.3029166666666665,469.358,481.9045630968,29.70700001718104
2017-12-15 18:00:00+00:00,30.57,-1.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-6.36,-6.32,-8.95,-7.664583333333333,-10.699999999999989,-5.199999999999989,-3.89,-6.65,-5.199999999999989,-3.89,-8.816666666666654,-5.380416666666666,480.26,470.1725560944,32.117999964073306
2017-12-16 18:00:00+00:00,25.56,-1.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-2.57,-2.51,-7.18,-5.59875,-5.0,-0.6999999999999886,0.04,-4.41,-1.2999999999999543,0.04,-2.741666666666644,-2.928333333333333,468.757,418.1273631081,30.570000023067
2017-12-17 18:00:00+00:00,24.673,-1.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-9.44,-2.63,-9.44,-5.038333333333333,-4.2999999999999545,-0.2999999999999545,-4.51,-4.51,-4.2999999999999545,0.69,-1.7374999999999758,-1.3475,521.031,444.3606669743,25.560000074654816
2017-12-18 18:00:00+00:00,23.861,-1.0,-1.8369701987210287e-16,0.970941817426052,0.8660254037844384,1.61,1.61,-9.84,-3.1479166666666667,-4.0,3.400000000000034,4.45,-4.65,2.900000000000034,4.75,1.0083333333333613,0.7591666666666667,584.708,441.9641461924,24.67300001321733
2017-12-19 18:00:00+00:00,21.342,-1.0,-1.8369701987210287e-16,0.970941817426052,0.8660254037844384,2.9,3.35,-4.73,-0.5154166666666667,0.9000000000000341,4.800000000000011,4.95,0.38,4.100000000000023,4.97,3.279166666666688,2.752083333333333,594.347,433.8102384808,23.861000012099744
2017-12-20 18:00:00+00:00,20.331,-1.0,-1.8369701987210287e-16,0.970941817426052,0.8660254037844384,0.39,3.72,0.39,2.5058333333333334,1.400000000000034,4.5,1.84,1.84,1.400000000000034,4.96,3.4125000000000227,4.094166666666667,582.098,432.1299324622,21.342000037536025
2017-12-21 18:00:00+00:00,21.437,0.0,1.0,0.970941817426052,0.8660254037844384,-0.05,0.69,-2.84,-0.96625,0.6000000000000227,3.200000000000045,3.29,1.25,2.900000000000034,4.49,2.2416666666666862,3.23875,607.433,416.8463394933,20.33100001506508
2017-12-22 18:00:00+00:00,20.981,0.0,1.0,0.970941817426052,0.8660254037844384,-1.02,-0.04,-2.59,-1.7204166666666667,0.9000000000000341,2.5,1.28,1.28,1.400000000000034,3.31,1.6666666666666856,2.6479166666666667,591.289,406.6233557321,21.43699998351932
2017-12-23 18:00:00+00:00,18.642,0.0,1.0,0.970941817426052,0.8660254037844384,-0.55,4.99,-1.06,0.9733333333333332,1.5,6.300000000000011,2.74,1.46,1.7000000000000457,5.79,3.612500000000024,4.174166666666667,535.72,351.821927977,20.98100000679493
2017-12-24 18:00:00+00:00,15.218,0.0,1.0,0.970941817426052,0.8660254037844384,-0.95,-0.15,-1.81,-1.03875,-0.0999999999999659,1.5,0.43,0.28,-0.0999999999999659,2.89,0.6833333333333537,1.6525,525.273,369.2863056719,18.64200003485381
2017-12-25 18:00:00+00:00,16.76,0.0,1.0,0.992708874098054,0.8660254037844384,-3.0,-0.5,-3.0,-1.5479166666666668,-1.1999999999999886,0.0,-0.96,-0.96,-1.1999999999999886,1.72,-0.3874999999999815,-0.0241666666666666,515.517,373.6896431089,15.218000051021578
2017-12-26 18:00:00+00:00,20.084,0.0,1.0,0.992708874098054,0.8660254037844384,-5.54,-3.21,-6.6,-5.22125,-4.7999999999999545,-1.3999999999999773,-2.2,-3.38,-3.5,-1.11,-3.0291666666666472,-2.794583333333333,484.024,370.739707923,16.75999997702241
2017-12-27 18:00:00+00:00,24.519,0.0,1.0,0.992708874098054,0.8660254037844384,-9.93,-5.79,-9.93,-7.54375,-5.599999999999966,-3.3999999999999773,-6.57,-6.57,-5.599999999999966,-1.77,-4.379166666666644,-3.464583333333333,470.78,442.2961578714,20.08399995046853
2017-12-28 18:00:00+00:00,22.506,0.0,1.0,0.992708874098054,0.8660254037844384,-4.92,-4.92,-10.86,-8.530833333333334,-8.099999999999966,-2.5,-2.06,-7.53,-3.099999999999966,-2.06,-5.754166666666642,-5.584166666666666,485.249,435.4687419919,24.518999933913346
2017-12-29 18:00:00+00:00,23.734,0.0,1.0,0.992708874098054,0.8660254037844384,-8.05,-4.6,-8.05,-6.257916666666667,-5.0,-2.2999999999999545,-5.3,-5.34,-5.0,-1.27,-3.291666666666643,-3.557500000000001,479.341,426.1167227425,22.506000029996034
2017-12-30 18:00:00+00:00,23.735,0.0,1.0,0.992708874098054,0.8660254037844384,-11.35,-5.23,-11.35,-8.419583333333334,-5.7999999999999545,-4.099999999999966,-7.87,-7.87,-5.7999999999999545,-3.35,-4.9249999999999785,-5.026666666666666,447.794,414.9188851918,23.733999981701377
2017-12-31 18:00:00+00:00,25.421,0.0,1.0,0.992708874098054,0.8660254037844384,-5.05,-5.05,-12.2,-10.060833333333331,-8.099999999999966,-2.7999999999999545,-0.46,-8.81,-2.7999999999999545,-0.46,-5.6749999999999785,-6.714166666666667,397.145,426.529576929,23.7349999999851
2018-01-01 18:00:00+00:00,21.802,0.0,1.0,1.0,1.0,-3.85,-1.95,-4.05,-2.6216666666666666,-2.3999999999999773,0.3000000000000113,-0.78,-0.78,-1.5,2.83,-0.8249999999999768,1.9795833333333333,420.718,405.0356405015,25.42099997487664
2018-01-02 18:00:00+00:00,23.713,0.0,1.0,1.0,1.0,-1.03,1.33,-4.25,-1.37625,-1.6999999999999886,1.6000000000000227,2.06,-1.37,-1.0,3.65,0.2750000000000223,1.5616666666666668,467.494,436.9466702455,21.802000053927305
2018-01-03 18:00:00+00:00,28.701,0.0,1.0,1.0,1.0,-7.95,-1.45,-8.95,-7.22625,-4.5,-1.1999999999999886,-4.48,-5.16,-4.5,1.36,-3.0791666666666444,-3.6983333333333337,523.433,457.7849028225,23.712999971523885
2018-01-04 18:00:00+00:00,25.707,0.0,1.0,1.0,1.0,-5.02,-4.38,-7.53,-5.2283333333333335,-4.699999999999989,-0.6999999999999886,-2.13,-4.26,-2.5,-2.01,-2.3833333333333093,-2.6529166666666666,498.82,438.5548836228,28.70099992567301
2018-01-05 18:00:00+00:00,26.966,0.0,1.0,1.0,1.0,-9.05,-5.21,-9.27,-7.584166666666667,-6.199999999999989,-1.5,-7.36,-7.57,-4.699999999999989,-2.17,-4.345833333333315,-5.099166666666666,513.979,450.4242314495,25.70700004461408
2018-01-06 18:00:00+00:00,26.678,0.0,1.0,1.0,1.0,-7.25,-4.55,-8.74,-7.114166666666667,-5.099999999999966,-2.6999999999999886,-2.0,-6.82,-2.6999999999999886,-0.71,-4.158333333333315,-2.8325,513.989,418.0723281755,26.96599998123944
2018-01-07 18:00:00+00:00,25.121,0.0,1.0,1.0,1.0,-5.55,-3.87,-9.6,-5.853750000000001,-3.7999999999999545,1.0,-1.03,-2.71,-0.5,1.78,-1.6666666666666454,-0.8070833333333334,534.094,410.0837844306,26.678000004291533
2018-01-08 18:00:00+00:00,25.294,0.0,1.0,0.992708874098054,1.0,-6.45,1.75,-6.45,-2.5158333333333336,-1.099999999999966,4.600000000000023,-2.84,-2.84,-1.099999999999966,4.38,1.3250000000000215,0.65875,489.925,434.7669822732,25.121000023201105
2018-01-09 18:00:00+00:00,30.299,0.0,1.0,0.992708874098054,1.0,-10.51,-6.74,-10.51,-8.511249999999999,-6.2999999999999545,-1.599999999999966,-4.72,-4.72,-3.3999999999999773,-2.27,-4.433333333333309,-3.198333333333333,513.719,484.5850181256,25.2939999974221
2018-01-10 18:00:00+00:00,26.449,0.0,1.0,0.992708874098054,1.0,-6.9,-6.54,-10.71,-8.332916666666668,-3.899999999999977,4.400000000000034,-1.07,-5.33,0.5,1.78,0.6166666666666909,-1.9300000000000004,571.198,436.0973306725,30.29899992541969
2018-01-11 18:00:00+00:00,22.785,0.0,1.0,0.992708874098054,1.0,-4.99,-3.62,-7.85,-5.254166666666666,-1.7999999999999543,4.300000000000011,-1.4,-1.5,2.6000000000000227,2.21,1.6916666666666889,-0.2066666666666666,537.43,433.8150539222,26.449000057369474
2018-01-12 18:00:00+00:00,24.485,0.0,1.0,0.992708874098054,1.0,-5.04,-4.06,-5.23,-4.746666666666667,-1.6999999999999886,2.5,-2.17,-2.17,-1.6999999999999886,-0.64,-0.0041666666666486,-1.4654166666666668,551.879,442.212114602,22.78500005459786
2018-01-13 18:00:00+00:00,25.809,0.0,1.0,0.992708874098054,1.0,-9.05,-5.25,-9.15,-7.617083333333331,-4.7999999999999545,-1.5,-6.19,-6.19,-4.7999999999999545,-2.4,-2.7499999999999787,-4.473333333333334,548.607,430.5931309975,24.48499997466803
2018-01-14 18:00:00+00:00,25.973,0.0,1.0,0.992708874098054,1.0,-6.35,-6.35,-11.54,-9.3875,-6.2999999999999545,-1.099999999999966,-0.83,-8.75,-2.1999999999999886,-0.83,-4.208333333333317,-6.1433333333333335,530.576,436.230329093,25.808999980270865
2018-01-15 18:00:00+00:00,42.179,0.0,1.0,0.970941817426052,1.0,-5.05,-4.45,-6.19,-5.224583333333333,-3.0,0.8000000000000114,1.47,-0.44,0.2000000000000454,2.85,-0.6166666666666435,1.7162499999999998,532.609,433.2972256982,25.972999997556208
2018-01-16 18:00:00+00:00,37.158,0.0,1.0,0.970941817426052,1.0,-3.95,-3.48,-5.35,-4.3966666666666665,-0.2999999999999545,1.3000000000000114,1.54,0.42,1.1000000000000227,1.91,0.4625000000000223,1.14375,588.42,449.5701966077,42.17899975851178
2018-01-17 18:00:00+00:00,40.169,0.0,1.0,0.970941817426052,1.0,-7.85,-3.59,-7.85,-5.26125,-2.0,1.6000000000000227,-2.51,-2.51,-2.0,1.32,-0.1624999999999801,-0.42375,545.998,455.0913394145,37.15800007481872
2018-01-18 18:00:00+00:00,41.693,0.0,1.0,0.970941817426052,1.0,-10.95,-7.97,-10.95,-8.891666666666667,-4.399999999999977,-2.1999999999999886,-6.3,-6.3,-4.399999999999977,-2.71,-3.241666666666648,-3.825416666666667,502.31,461.6429802005,40.168999955132605
2018-01-19 18:00:00+00:00,45.13,0.0,1.0,0.970941817426052,1.0,-11.65,-10.81,-12.21,-11.67,-7.299999999999954,-3.7999999999999545,-9.21,-9.44,-5.399999999999977,-6.83,-5.845833333333306,-8.65625,523.029,467.79736264,41.69299997729063
2018-01-20 18:00:00+00:00,43.862,0.0,1.0,0.970941817426052,1.0,-9.42,-8.01,-11.68,-9.975416666666666,-5.2999999999999545,-2.8999999999999773,-6.78,-9.31,-4.0,-5.03,-4.16666666666664,-7.444583333333333,538.624,449.2477725563,45.12999994878472
2018-01-21 18:00:00+00:00,46.874,0.0,1.0,0.970941817426052,1.0,-10.75,-9.73,-12.19,-11.03,-7.399999999999977,-4.0,-6.7,-8.88,-7.399999999999977,-6.01,-6.091666666666643,-7.679166666666667,540.518,467.8061413306,43.86200001889467
2018-01-22 18:00:00+00:00,50.901,0.0,1.0,0.9350162426854148,1.0,-10.55,-10.55,-11.75,-11.144999999999998,-10.099999999999966,-5.7999999999999545,-6.12,-8.43,-6.899999999999977,-6.12,-8.32083333333331,-7.185833333333332,555.938,487.7198740416,46.8739999551177
2018-01-23 18:00:00+00:00,47.07,0.0,1.0,0.9350162426854148,1.0,-4.05,-4.05,-12.05,-7.656666666666667,-8.099999999999966,-0.6999999999999886,-2.26,-9.52,-1.099999999999966,-2.26,-3.979166666666643,-4.984583333333333,520.043,473.3648614531,50.90099993999302
2018-01-24 18:00:00+00:00,36.342,0.0,1.0,0.9350162426854148,1.0,0.8,0.8,-3.27,-0.9116666666666666,-0.5999999999999659,3.5,4.8,-1.61,2.700000000000045,4.8,2.22083333333336,2.39,541.856,446.507318741,47.070000057086354
2018-01-25 18:00:00+00:00,36.684,0.0,1.0,0.9350162426854148,1.0,-0.16,2.19,-2.07,0.23625,1.3000000000000114,4.0,2.75,2.45,1.900000000000034,5.1,2.591666666666692,3.44875,552.565,432.0986990231,36.34200015985965
2018-01-26 18:00:00+00:00,35.965,0.0,1.0,0.9350162426854148,1.0,-2.17,-0.45,-2.46,-1.8670833333333332,0.6000000000000227,2.1000000000000227,0.77,0.69,0.6000000000000227,2.74,1.3125000000000286,1.430416666666667,575.995,432.6333563916,36.6839999949038
2018-01-27 18:00:00+00:00,36.787,0.0,1.0,0.9350162426854148,1.0,-8.64,-2.27,-8.64,-5.249583333333334,-2.7999999999999545,0.6000000000000227,-1.92,-3.38,-1.1999999999999886,0.59,-0.6374999999999792,-1.7054166666666666,567.465,434.9039052348,35.96500001071394
2018-01-28 18:00:00+00:00,37.21,0.0,1.0,0.9350162426854148,1.0,-0.97,-0.97,-9.19,-3.9979166666666655,-1.1999999999999886,2.200000000000045,2.29,-1.97,-0.2999999999999545,2.29,0.1125000000000232,1.125,587.522,427.7723512439,36.78699998775125
2018-01-29 18:00:00+00:00,41.11,0.0,1.0,0.8854560256532099,1.0,-4.63,0.92,-4.63,-2.795833333333333,-2.0,1.8000000000000114,-2.57,-2.57,-2.0,3.39,0.183333333333356,-0.3670833333333334,613.321,455.3561883927,37.209999993696805
2018-01-30 18:00:00+00:00,42.405,0.0,1.0,0.8854560256532099,1.0,-1.78,0.55,-6.46,-3.520416666666667,-2.099999999999966,0.3000000000000113,1.61,-3.04,-2.099999999999966,3.7,-1.1833333333333111,-0.3920833333333333,588.804,451.6898711518,41.10999994188547
2018-01-31 18:00:00+00:00,36.97,0.0,1.0,0.8854560256532099,1.0,-1.34,-0.46,-7.25,-3.1279166666666662,-1.8999999999999773,1.8000000000000114,3.45,-2.24,1.7000000000000457,4.0,0.4166666666666903,1.2279166666666663,513.974,440.720318329,42.404999980703
2018-02-01 18:00:00+00:00,42.717,0.0,1.0,0.8854560256532099,0.8660254037844387,-8.75,-1.54,-8.75,-4.323333333333333,-2.6999999999999886,1.8000000000000114,-3.23,-3.23,-2.6999999999999886,3.21,0.3875000000000194,1.0125,516.524,444.5564537421,36.97000008098781
2018-02-02 18:00:00+00:00,50.689,0.0,1.0,0.8854560256532099,0.8660254037844387,-14.76,-9.37,-14.93,-13.386666666666668,-11.0,-3.3999999999999773,-10.81,-10.93,-11.0,-3.98,-7.96249999999998,-9.004166666666668,511.142,480.1028471759,42.71699991436302
2018-02-03 18:00:00+00:00,48.015,0.0,1.0,0.8854560256532099,0.8660254037844387,-13.95,-12.81,-16.06,-14.409999999999998,-12.5,-5.099999999999966,-8.96,-11.83,-7.0,-6.96,-9.091666666666647,-9.597916666666666,517.29,467.6334805876,50.688999881207934
2018-02-04 18:00:00+00:00,46.721,0.0,1.0,0.8854560256532099,0.8660254037844387,-7.98,-7.98,-14.93,-13.395833333333334,-10.199999999999989,-2.3999999999999773,-4.87,-11.23,-2.3999999999999773,-4.87,-7.308333333333306,-9.172916666666667,520.43,469.5945535341,48.0150000398457
2018-02-05 18:00:00+00:00,41.408,0.0,1.0,0.8229838658936564,0.8660254037844387,-6.53,-2.73,-7.23,-4.71625,-2.1999999999999886,2.6000000000000227,-3.08,-4.39,0.7000000000000455,0.06,0.2541666666666913,-1.4204166666666669,548.491,451.643835579,46.7210000192821
2018-02-06 18:00:00+00:00,42.61,0.0,1.0,0.8229838658936564,0.8660254037844387,-7.71,-5.9,-8.23,-7.204166666666667,-3.7999999999999545,-0.1999999999999886,-5.69,-5.69,-2.2999999999999545,-2.94,-2.162499999999978,-4.41125,557.5,483.008740102,41.40800007916987
2018-02-07 18:00:00+00:00,40.393,0.0,1.0,0.8229838658936564,0.8660254037844387,-2.2,-1.89,-9.7,-6.581666666666666,-5.099999999999966,2.5,0.43,-7.28,-0.1999999999999886,0.43,-1.937499999999979,-4.282916666666667,518.648,458.8473267044,42.60999998208881
2018-02-08 18:00:00+00:00,41.018,0.0,1.0,0.8229838658936564,0.8660254037844387,-5.56,-2.44,-8.58,-5.552499999999999,-3.5,0.6000000000000227,-2.69,-3.94,-0.8999999999999773,0.18,-1.3624999999999758,-2.129583333333333,559.65,417.3244629749,40.39300003303588
2018-02-09 18:00:00+00:00,34.687,0.0,1.0,0.8229838658936564,0.8660254037844387,-2.15,-0.74,-8.3,-3.9308333333333327,-2.3999999999999773,5.0,2.83,-5.2,2.400000000000034,4.78,1.166666666666688,0.0116666666666666,611.988,406.3230229194,41.017999990686775
2018-02-10 18:00:00+00:00,35.271,0.0,1.0,0.8229838658936564,0.8660254037844387,-4.65,-2.18,-4.65,-3.4341666666666666,0.5,2.400000000000034,0.8,-0.79,0.6000000000000227,2.25,1.3875000000000195,0.73875,594.946,407.2369256079,34.68700009433925
2018-02-11 18:00:00+00:00,35.969,0.0,1.0,0.8229838658936564,0.8660254037844387,-7.3,-4.43,-7.3,-5.036666666666667,-1.099999999999966,1.900000000000034,-1.27,-1.27,-0.7999999999999545,1.61,0.2916666666666904,0.9020833333333336,586.521,414.3325296151,35.27099999129772
2018-02-12 18:00:00+00:00,40.021,0.0,1.0,0.7485107481711011,0.8660254037844387,-6.52,-5.47,-8.6,-7.266249999999999,-3.2999999999999545,0.4000000000000341,-1.44,-2.4,-0.5,0.68,-1.2791666666666448,-1.12,550.582,447.0239689914,35.96899998959899
